ID,DATE4,PROGRAM,TPE,DIRECT,INDIRECT,N,NUMBER,REF
EDS-MM TPE 1: Engagi,2016Q1,EDS-MM,TPE 1: Engaging and Supporting All Students,2.54,1.17,68,1,817
EDS-MM 1.1  Apply kn,2016Q1,EDS-MM,1.1  Apply knowledge of students to engage them in learning.  ,2.19,2.81,54,1.1,818
EDS-MM 1.2  Maintain,2016Q1,EDS-MM,1.2  Maintain ongoing communication with students and families,3.97,3.48,31,1.2,819
EDS-MM 1.3  Connect ,2016Q1,EDS-MM,1.3  Connect subject matter to real-life contexts,3.79,2.29,23,1.3,820
EDS-MM 1.4  Use… app,2016Q1,EDS-MM,1.4  Use… appropriate instructional strategies… within the Classroom,3.71,1.49,35,1.4,821
EDS-MM 1.5  Promote ,2016Q1,EDS-MM,1.5  Promote students' critical and creative thinking,2.79,2.91,97,1.5,822
EDS-MM 1.6  Provide ,2016Q1,EDS-MM,1.6  Provide a supportive learning environment,3.29,3.25,67,1.6,823
EDS-MM 1.7  Provide ,2016Q1,EDS-MM,1.7  Provide students to access  visual and performing arts,3.83,1.06,15,1.7,824
EDS-MM 1.8  Monitor ,2016Q1,EDS-MM,1.8  Monitor student learning and adjust instruction,1.96,3.53,62,1.8,825
EDS-MM TPE 2: Creati,2016Q1,EDS-MM,TPE 2: Creating and Maintaining Effective Environments for Student Learning,3.87,4,24,2,826
EDS-MM 2.1  Promote ,2016Q1,EDS-MM,2.1  Promote students' social-emotional growth,4,3.89,54,2.1,827
EDS-MM 2.2  Create l,2016Q1,EDS-MM,2.2  Create learning environments… that promote productive student learning,1.19,1.36,89,2.2,828
EDS-MM 2.3  Establis,2016Q1,EDS-MM,"2.3  Establish, maintain, and monitor inclusive learning environments ",3.75,1.62,63,2.3,829
EDS-MM 2.4  Know how,2016Q1,EDS-MM,2.4  Know how to access resources to support students,1.03,2.07,62,2.4,830
EDS-MM 2.5  Maintain,2016Q1,EDS-MM,2.5  Maintain high expectations for learning,3.21,3.83,13,2.5,831
EDS-MM 2.6  Establis,2016Q1,EDS-MM,2.6  Establish and maintain clear expectations for positive classroom behavior,1.11,1.59,100,2.6,832
EDS-MM TPE 3: Unders,2016Q1,EDS-MM,TPE 3: Understanding and Organizing Subject Matter for Student Learning,3.16,2.72,40,3,833
EDS-MM 3.1  Demonstr,2016Q1,EDS-MM,3.1  Demonstrate knowledge of subject matter,3.77,1.93,81,3.1,834
EDS-MM 3.2  Use know,2016Q1,EDS-MM,3.2  Use knowledge about students and learning goals to organize the curriculum,3.03,2.52,21,3.2,835
EDS-MM 3.3  Plan ins,2016Q1,EDS-MM,3.3  Plan instruction consistent with current subject-specific pedagogy,3.03,1.15,40,3.3,836
EDS-MM 3.4  Individu,2016Q1,EDS-MM,3.4  Individually plan for effective subject matter instruction…,2.41,3.4,78,3.4,837
EDS-MM 3.5  Adapt an,2016Q1,EDS-MM,3.5  Adapt and support the acquisition of academic language,1.32,3.45,75,3.5,838
EDS-MM 3.6  Use a ra,2016Q1,EDS-MM,3.6  Use a range of technology to facilitate students' equitable access to the curriculum.,3.83,2.88,68,3.6,839
EDS-MM 3.7  Model an,2016Q1,EDS-MM,3.7  Model and develop digital literacy by using technology,2.65,1.74,72,3.7,840
EDS-MM 3.8  Demonstr,2016Q1,EDS-MM,3.8  Demonstrate knowledge of effective teaching strategies aligned with… educational technology standards.,2.7,2.53,78,3.8,841
EDS-MM TPE 4: Planni,2016Q1,EDS-MM,TPE 4: Planning Instruction and Designing Learning Experiences for All Students ,3.78,2.89,50,4,842
EDS-MM 4.1  Locate a,2016Q1,EDS-MM,4.1  Locate and apply information about students' current academic status,2.32,3.47,21,4.1,843
EDS-MM 4.2  Understa,2016Q1,EDS-MM,4.2  Understand the range and characteristics of typical and atypical child development,1.7,1.36,93,4.2,844
EDS-MM 4.3  Design i,2016Q1,EDS-MM,4.3  Design instruction and assessment that reflects the interconnectedness of academic content areas,1.99,1.2,74,4.3,845
"EDS-MM 4.4  Plan, de",2016Q1,EDS-MM,"4.4  Plan, design, implement and monitor instruction",3.51,1.54,23,4.4,846
EDS-MM 4.5  Promote ,2016Q1,EDS-MM,4.5  Promote student success,3.49,3.89,52,4.5,847
EDS-MM 4.6  Access r,2016Q1,EDS-MM,4.6  Access resources for planning and instruction,3.38,2.11,88,4.6,848
EDS-MM 4.7  Plan ins,2016Q1,EDS-MM,4.7  Plan instruction that promotes a range of communication strategies,1.02,1.06,81,4.7,849
EDS-MM 4.8  Use digi,2016Q1,EDS-MM,4.8  Use digital tools and learning technologies across learning environments,2.92,3.03,71,4.8,850
EDS-MM TPE 5: Assess,2016Q1,EDS-MM,TPE 5: Assessing Student Learning,1.66,1.51,87,5,851
EDS-MM 5.1  Apply kn,2016Q1,EDS-MM,5.1  Apply knowledge ofappropriate uses of different types of assessments,3.05,3.38,20,5.1,852
EDS-MM 5.2  Collect ,2016Q1,EDS-MM,5.2  Collect and analyze assessment data from multiple,2.88,1.68,96,5.2,853
EDS-MM 5.3  Involve ,2016Q1,EDS-MM,5.3  Involve all students in self-assessment and reflection on their learning goals,3.18,3.05,55,5.3,854
EDS-MM 5.4  Use tech,2016Q1,EDS-MM,5.4  Use technology as appropriate to support assessment administration,3.52,1.38,57,5.4,855
EDS-MM 5.5  Use asse,2016Q1,EDS-MM,5.5  Use assessment information to assist in understanding student progress in meeting learning goals.,2.82,2.73,13,5.5,856
EDS-MM 5.6  Work wit,2016Q1,EDS-MM,5.6  Work with specialists to interpret assessment results,2.81,2.56,46,5.6,857
EDS-MM 5.7  Interpre,2016Q1,EDS-MM,5.7  Interpret English learners' assessment data to identify their level of academic proficiency in English…as well as in their primary language,3.17,1.04,38,5.7,858
EDS-MM 5.8  Use asse,2016Q1,EDS-MM,"5.8  Use assessment data… to establish learning goals and to plan, differentiate, make accommodations and/or modify instruction.",2.18,1.82,68,5.8,859
EDS-MM TPE 6: Develo,2016Q1,EDS-MM,TPE 6: Developing as a Professional Educator,2.18,1.13,88,6,860
EDS-MM 6.1  Reflect ,2016Q1,EDS-MM,6.1  Reflect on their own teaching practice,1.84,3.73,98,6.1,861
EDS-MM 6.2  Recogniz,2016Q1,EDS-MM,6.2  Recognize their own values and implicit and explicit biases,2.54,3.31,10,6.2,862
EDS-MM 6.3  Establis,2016Q1,EDS-MM,6.3  Establish professional learning goals to improve their practice…,3.56,1.96,17,6.3,863
EDS-MM 6.4  Demonstr,2016Q1,EDS-MM,6.4  Demonstrate how and when to involve other adults and to communicate effectively with peers and colleagues,1.94,3.31,17,6.4,864
EDS-MM 6.5  Demonstr,2016Q1,EDS-MM,6.5  Demonstrate professional responsibility for all aspects of student learning and classroom management,3.62,3.2,26,6.5,865
EDS-MM 6.6  Understa,2016Q1,EDS-MM,6.6  Understand roles and responsibilities as mandated reporters,1.72,1.89,18,6.6,866
EDS-MM 6.7  Critical,2016Q1,EDS-MM,6.7  Critically analyze history of public education in California affects… school governance,3.37,1,94,6.7,867
EDS-MM TPE 1: Engagi,2016Q2,EDS-MM,TPE 1: Engaging and Supporting All Students,3.74,2.41,62,1,868
EDS-MM 1.1  Apply kn,2016Q2,EDS-MM,1.1  Apply knowledge of students to engage them in learning.  ,2.58,1.47,99,1.1,869
EDS-MM 1.2  Maintain,2016Q2,EDS-MM,1.2  Maintain ongoing communication with students and families,1.94,3.23,53,1.2,870
EDS-MM 1.3  Connect ,2016Q2,EDS-MM,1.3  Connect subject matter to real-life contexts,3.14,3.09,37,1.3,871
EDS-MM 1.4  Use… app,2016Q2,EDS-MM,1.4  Use… appropriate instructional strategies… within the Classroom,3.16,2.94,46,1.4,872
EDS-MM 1.5  Promote ,2016Q2,EDS-MM,1.5  Promote students' critical and creative thinking,1.06,2.78,96,1.5,873
EDS-MM 1.6  Provide ,2016Q2,EDS-MM,1.6  Provide a supportive learning environment,1.24,3.88,20,1.6,874
EDS-MM 1.7  Provide ,2016Q2,EDS-MM,1.7  Provide students to access  visual and performing arts,1.22,1.48,65,1.7,875
EDS-MM 1.8  Monitor ,2016Q2,EDS-MM,1.8  Monitor student learning and adjust instruction,2.73,2.04,72,1.8,876
EDS-MM TPE 2: Creati,2016Q2,EDS-MM,TPE 2: Creating and Maintaining Effective Environments for Student Learning,1.47,3,39,2,877
EDS-MM 2.1  Promote ,2016Q2,EDS-MM,2.1  Promote students' social-emotional growth,2.87,2.65,48,2.1,878
EDS-MM 2.2  Create l,2016Q2,EDS-MM,2.2  Create learning environments… that promote productive student learning,1.28,3.47,54,2.2,879
EDS-MM 2.3  Establis,2016Q2,EDS-MM,"2.3  Establish, maintain, and monitor inclusive learning environments ",3.48,1.16,21,2.3,880
EDS-MM 2.4  Know how,2016Q2,EDS-MM,2.4  Know how to access resources to support students,3.3,1.46,19,2.4,881
EDS-MM 2.5  Maintain,2016Q2,EDS-MM,2.5  Maintain high expectations for learning,3.83,2.03,23,2.5,882
EDS-MM 2.6  Establis,2016Q2,EDS-MM,2.6  Establish and maintain clear expectations for positive classroom behavior,3.1,1.05,10,2.6,883
EDS-MM TPE 3: Unders,2016Q2,EDS-MM,TPE 3: Understanding and Organizing Subject Matter for Student Learning,1.43,2.86,44,3,884
EDS-MM 3.1  Demonstr,2016Q2,EDS-MM,3.1  Demonstrate knowledge of subject matter,3.25,1.81,65,3.1,885
EDS-MM 3.2  Use know,2016Q2,EDS-MM,3.2  Use knowledge about students and learning goals to organize the curriculum,1.28,1.36,73,3.2,886
EDS-MM 3.3  Plan ins,2016Q2,EDS-MM,3.3  Plan instruction consistent with current subject-specific pedagogy,1.59,1.81,36,3.3,887
EDS-MM 3.4  Individu,2016Q2,EDS-MM,3.4  Individually plan for effective subject matter instruction…,1.59,2.43,69,3.4,888
EDS-MM 3.5  Adapt an,2016Q2,EDS-MM,3.5  Adapt and support the acquisition of academic language,2.62,1.76,77,3.5,889
EDS-MM 3.6  Use a ra,2016Q2,EDS-MM,3.6  Use a range of technology to facilitate students' equitable access to the curriculum.,1.13,3,25,3.6,890
EDS-MM 3.7  Model an,2016Q2,EDS-MM,3.7  Model and develop digital literacy by using technology,2.1,2.92,74,3.7,891
EDS-MM 3.8  Demonstr,2016Q2,EDS-MM,3.8  Demonstrate knowledge of effective teaching strategies aligned with… educational technology standards.,3.04,1.02,29,3.8,892
EDS-MM TPE 4: Planni,2016Q2,EDS-MM,TPE 4: Planning Instruction and Designing Learning Experiences for All Students ,2.75,1.6,23,4,893
EDS-MM 4.1  Locate a,2016Q2,EDS-MM,4.1  Locate and apply information about students' current academic status,3.96,2.53,55,4.1,894
EDS-MM 4.2  Understa,2016Q2,EDS-MM,4.2  Understand the range and characteristics of typical and atypical child development,1.61,2.01,17,4.2,895
EDS-MM 4.3  Design i,2016Q2,EDS-MM,4.3  Design instruction and assessment that reflects the interconnectedness of academic content areas,3.62,3.53,10,4.3,896
"EDS-MM 4.4  Plan, de",2016Q2,EDS-MM,"4.4  Plan, design, implement and monitor instruction",3.63,1.98,33,4.4,897
EDS-MM 4.5  Promote ,2016Q2,EDS-MM,4.5  Promote student success,1.22,2.41,77,4.5,898
EDS-MM 4.6  Access r,2016Q2,EDS-MM,4.6  Access resources for planning and instruction,1.04,1.96,26,4.6,899
EDS-MM 4.7  Plan ins,2016Q2,EDS-MM,4.7  Plan instruction that promotes a range of communication strategies,3.14,1.91,66,4.7,900
EDS-MM 4.8  Use digi,2016Q2,EDS-MM,4.8  Use digital tools and learning technologies across learning environments,2.38,2.69,68,4.8,901
EDS-MM TPE 5: Assess,2016Q2,EDS-MM,TPE 5: Assessing Student Learning,3.12,3.48,35,5,902
EDS-MM 5.1  Apply kn,2016Q2,EDS-MM,5.1  Apply knowledge ofappropriate uses of different types of assessments,1.99,3.03,48,5.1,903
EDS-MM 5.2  Collect ,2016Q2,EDS-MM,5.2  Collect and analyze assessment data from multiple,1.25,2.16,69,5.2,904
EDS-MM 5.3  Involve ,2016Q2,EDS-MM,5.3  Involve all students in self-assessment and reflection on their learning goals,1.01,2.41,80,5.3,905
EDS-MM 5.4  Use tech,2016Q2,EDS-MM,5.4  Use technology as appropriate to support assessment administration,1.29,1.2,96,5.4,906
EDS-MM 5.5  Use asse,2016Q2,EDS-MM,5.5  Use assessment information to assist in understanding student progress in meeting learning goals.,3.04,2.38,92,5.5,907
EDS-MM 5.6  Work wit,2016Q2,EDS-MM,5.6  Work with specialists to interpret assessment results,3.65,3.73,82,5.6,908
EDS-MM 5.7  Interpre,2016Q2,EDS-MM,5.7  Interpret English learners' assessment data to identify their level of academic proficiency in English…as well as in their primary language,3.35,2.98,17,5.7,909
EDS-MM 5.8  Use asse,2016Q2,EDS-MM,"5.8  Use assessment data… to establish learning goals and to plan, differentiate, make accommodations and/or modify instruction.",2.94,2.74,71,5.8,910
EDS-MM TPE 6: Develo,2016Q2,EDS-MM,TPE 6: Developing as a Professional Educator,1.88,1.03,87,6,911
EDS-MM 6.1  Reflect ,2016Q2,EDS-MM,6.1  Reflect on their own teaching practice,3.44,2.96,37,6.1,912
EDS-MM 6.2  Recogniz,2016Q2,EDS-MM,6.2  Recognize their own values and implicit and explicit biases,2.04,3.68,93,6.2,913
EDS-MM 6.3  Establis,2016Q2,EDS-MM,6.3  Establish professional learning goals to improve their practice…,2.92,2.65,64,6.3,914
EDS-MM 6.4  Demonstr,2016Q2,EDS-MM,6.4  Demonstrate how and when to involve other adults and to communicate effectively with peers and colleagues,2.47,3.63,11,6.4,915
EDS-MM 6.5  Demonstr,2016Q2,EDS-MM,6.5  Demonstrate professional responsibility for all aspects of student learning and classroom management,3.29,1.23,52,6.5,916
EDS-MM 6.6  Understa,2016Q2,EDS-MM,6.6  Understand roles and responsibilities as mandated reporters,3.51,2.89,44,6.6,917
EDS-MM 6.7  Critical,2016Q2,EDS-MM,6.7  Critically analyze history of public education in California affects… school governance,2.22,3.67,42,6.7,918
EDS-MM TPE 1: Engagi,2016Q3,EDS-MM,TPE 1: Engaging and Supporting All Students,3.44,1.32,51,1,919
EDS-MM 1.1  Apply kn,2016Q3,EDS-MM,1.1  Apply knowledge of students to engage them in learning.  ,2.8,2.29,83,1.1,920
EDS-MM 1.2  Maintain,2016Q3,EDS-MM,1.2  Maintain ongoing communication with students and families,3.96,3.46,98,1.2,921
EDS-MM 1.3  Connect ,2016Q3,EDS-MM,1.3  Connect subject matter to real-life contexts,1.18,3.26,37,1.3,922
EDS-MM 1.4  Use… app,2016Q3,EDS-MM,1.4  Use… appropriate instructional strategies… within the Classroom,2.57,3.84,56,1.4,923
EDS-MM 1.5  Promote ,2016Q3,EDS-MM,1.5  Promote students' critical and creative thinking,1.06,2.91,68,1.5,924
EDS-MM 1.6  Provide ,2016Q3,EDS-MM,1.6  Provide a supportive learning environment,3.43,2.24,78,1.6,925
EDS-MM 1.7  Provide ,2016Q3,EDS-MM,1.7  Provide students to access  visual and performing arts,2.78,3.94,92,1.7,926
EDS-MM 1.8  Monitor ,2016Q3,EDS-MM,1.8  Monitor student learning and adjust instruction,3.9,1.38,50,1.8,927
EDS-MM TPE 2: Creati,2016Q3,EDS-MM,TPE 2: Creating and Maintaining Effective Environments for Student Learning,1.55,2.09,19,2,928
EDS-MM 2.1  Promote ,2016Q3,EDS-MM,2.1  Promote students' social-emotional growth,1.89,1.85,74,2.1,929
EDS-MM 2.2  Create l,2016Q3,EDS-MM,2.2  Create learning environments… that promote productive student learning,2.69,2.53,46,2.2,930
EDS-MM 2.3  Establis,2016Q3,EDS-MM,"2.3  Establish, maintain, and monitor inclusive learning environments ",2.63,3.2,52,2.3,931
EDS-MM 2.4  Know how,2016Q3,EDS-MM,2.4  Know how to access resources to support students,1.33,3.64,86,2.4,932
EDS-MM 2.5  Maintain,2016Q3,EDS-MM,2.5  Maintain high expectations for learning,3.67,1.97,32,2.5,933
EDS-MM 2.6  Establis,2016Q3,EDS-MM,2.6  Establish and maintain clear expectations for positive classroom behavior,1.48,1.49,60,2.6,934
EDS-MM TPE 3: Unders,2016Q3,EDS-MM,TPE 3: Understanding and Organizing Subject Matter for Student Learning,2.93,1.64,26,3,935
EDS-MM 3.1  Demonstr,2016Q3,EDS-MM,3.1  Demonstrate knowledge of subject matter,2.13,3.52,77,3.1,936
EDS-MM 3.2  Use know,2016Q3,EDS-MM,3.2  Use knowledge about students and learning goals to organize the curriculum,3.92,1.08,45,3.2,937
EDS-MM 3.3  Plan ins,2016Q3,EDS-MM,3.3  Plan instruction consistent with current subject-specific pedagogy,1.52,3.73,16,3.3,938
EDS-MM 3.4  Individu,2016Q3,EDS-MM,3.4  Individually plan for effective subject matter instruction…,1.98,2.04,90,3.4,939
EDS-MM 3.5  Adapt an,2016Q3,EDS-MM,3.5  Adapt and support the acquisition of academic language,4,3.41,70,3.5,940
EDS-MM 3.6  Use a ra,2016Q3,EDS-MM,3.6  Use a range of technology to facilitate students' equitable access to the curriculum.,1.96,3.03,73,3.6,941
EDS-MM 3.7  Model an,2016Q3,EDS-MM,3.7  Model and develop digital literacy by using technology,1.57,3.42,89,3.7,942
EDS-MM 3.8  Demonstr,2016Q3,EDS-MM,3.8  Demonstrate knowledge of effective teaching strategies aligned with… educational technology standards.,2.43,2.34,94,3.8,943
EDS-MM TPE 4: Planni,2016Q3,EDS-MM,TPE 4: Planning Instruction and Designing Learning Experiences for All Students ,1.18,3.49,54,4,944
EDS-MM 4.1  Locate a,2016Q3,EDS-MM,4.1  Locate and apply information about students' current academic status,1.92,3.73,24,4.1,945
EDS-MM 4.2  Understa,2016Q3,EDS-MM,4.2  Understand the range and characteristics of typical and atypical child development,1.01,3.37,82,4.2,946
EDS-MM 4.3  Design i,2016Q3,EDS-MM,4.3  Design instruction and assessment that reflects the interconnectedness of academic content areas,3.69,2.95,60,4.3,947
"EDS-MM 4.4  Plan, de",2016Q3,EDS-MM,"4.4  Plan, design, implement and monitor instruction",2.93,2.96,78,4.4,948
EDS-MM 4.5  Promote ,2016Q3,EDS-MM,4.5  Promote student success,2.3,1.47,26,4.5,949
EDS-MM 4.6  Access r,2016Q3,EDS-MM,4.6  Access resources for planning and instruction,1.77,3.88,13,4.6,950
EDS-MM 4.7  Plan ins,2016Q3,EDS-MM,4.7  Plan instruction that promotes a range of communication strategies,2.64,2.81,88,4.7,951
EDS-MM 4.8  Use digi,2016Q3,EDS-MM,4.8  Use digital tools and learning technologies across learning environments,2.01,1.91,54,4.8,952
EDS-MM TPE 5: Assess,2016Q3,EDS-MM,TPE 5: Assessing Student Learning,2,2.29,93,5,953
EDS-MM 5.1  Apply kn,2016Q3,EDS-MM,5.1  Apply knowledge ofappropriate uses of different types of assessments,1.59,3.12,61,5.1,954
EDS-MM 5.2  Collect ,2016Q3,EDS-MM,5.2  Collect and analyze assessment data from multiple,3.2,1.99,22,5.2,955
EDS-MM 5.3  Involve ,2016Q3,EDS-MM,5.3  Involve all students in self-assessment and reflection on their learning goals,2.93,3.49,69,5.3,956
EDS-MM 5.4  Use tech,2016Q3,EDS-MM,5.4  Use technology as appropriate to support assessment administration,3.22,1.91,28,5.4,957
EDS-MM 5.5  Use asse,2016Q3,EDS-MM,5.5  Use assessment information to assist in understanding student progress in meeting learning goals.,3.55,3,27,5.5,958
EDS-MM 5.6  Work wit,2016Q3,EDS-MM,5.6  Work with specialists to interpret assessment results,3.41,2.06,98,5.6,959
EDS-MM 5.7  Interpre,2016Q3,EDS-MM,5.7  Interpret English learners' assessment data to identify their level of academic proficiency in English…as well as in their primary language,3.93,1.09,84,5.7,960
EDS-MM 5.8  Use asse,2016Q3,EDS-MM,"5.8  Use assessment data… to establish learning goals and to plan, differentiate, make accommodations and/or modify instruction.",2.32,3.42,65,5.8,961
EDS-MM TPE 6: Develo,2016Q3,EDS-MM,TPE 6: Developing as a Professional Educator,1.92,2.04,86,6,962
EDS-MM 6.1  Reflect ,2016Q3,EDS-MM,6.1  Reflect on their own teaching practice,1.47,3.93,83,6.1,963
EDS-MM 6.2  Recogniz,2016Q3,EDS-MM,6.2  Recognize their own values and implicit and explicit biases,3.2,2.77,95,6.2,964
EDS-MM 6.3  Establis,2016Q3,EDS-MM,6.3  Establish professional learning goals to improve their practice…,3.86,1.28,31,6.3,965
EDS-MM 6.4  Demonstr,2016Q3,EDS-MM,6.4  Demonstrate how and when to involve other adults and to communicate effectively with peers and colleagues,3.87,2.48,50,6.4,966
EDS-MM 6.5  Demonstr,2016Q3,EDS-MM,6.5  Demonstrate professional responsibility for all aspects of student learning and classroom management,2.43,1.27,86,6.5,967
EDS-MM 6.6  Understa,2016Q3,EDS-MM,6.6  Understand roles and responsibilities as mandated reporters,1.88,2.52,22,6.6,968
EDS-MM 6.7  Critical,2016Q3,EDS-MM,6.7  Critically analyze history of public education in California affects… school governance,2.19,3.36,100,6.7,969
EDS-MM TPE 1: Engagi,2016Q4,EDS-MM,TPE 1: Engaging and Supporting All Students,3.05,2.79,24,1,970
EDS-MM 1.1  Apply kn,2016Q4,EDS-MM,1.1  Apply knowledge of students to engage them in learning.  ,1.96,1.27,40,1.1,971
EDS-MM 1.2  Maintain,2016Q4,EDS-MM,1.2  Maintain ongoing communication with students and families,2.89,3.72,44,1.2,972
EDS-MM 1.3  Connect ,2016Q4,EDS-MM,1.3  Connect subject matter to real-life contexts,2.23,3.6,28,1.3,973
EDS-MM 1.4  Use… app,2016Q4,EDS-MM,1.4  Use… appropriate instructional strategies… within the Classroom,1.68,3.68,81,1.4,974
EDS-MM 1.5  Promote ,2016Q4,EDS-MM,1.5  Promote students' critical and creative thinking,3.34,1.95,73,1.5,975
EDS-MM 1.6  Provide ,2016Q4,EDS-MM,1.6  Provide a supportive learning environment,3.89,3.71,51,1.6,976
EDS-MM 1.7  Provide ,2016Q4,EDS-MM,1.7  Provide students to access  visual and performing arts,1.12,3.42,64,1.7,977
EDS-MM 1.8  Monitor ,2016Q4,EDS-MM,1.8  Monitor student learning and adjust instruction,3.79,2.67,81,1.8,978
EDS-MM TPE 2: Creati,2016Q4,EDS-MM,TPE 2: Creating and Maintaining Effective Environments for Student Learning,2.61,2.12,37,2,979
EDS-MM 2.1  Promote ,2016Q4,EDS-MM,2.1  Promote students' social-emotional growth,3.2,2.83,30,2.1,980
EDS-MM 2.2  Create l,2016Q4,EDS-MM,2.2  Create learning environments… that promote productive student learning,3.54,1.23,98,2.2,981
EDS-MM 2.3  Establis,2016Q4,EDS-MM,"2.3  Establish, maintain, and monitor inclusive learning environments ",1.15,2.52,81,2.3,982
EDS-MM 2.4  Know how,2016Q4,EDS-MM,2.4  Know how to access resources to support students,3.16,3.13,86,2.4,983
EDS-MM 2.5  Maintain,2016Q4,EDS-MM,2.5  Maintain high expectations for learning,2.42,1.49,65,2.5,984
EDS-MM 2.6  Establis,2016Q4,EDS-MM,2.6  Establish and maintain clear expectations for positive classroom behavior,3.25,2.16,41,2.6,985
EDS-MM TPE 3: Unders,2016Q4,EDS-MM,TPE 3: Understanding and Organizing Subject Matter for Student Learning,3.91,2.46,41,3,986
EDS-MM 3.1  Demonstr,2016Q4,EDS-MM,3.1  Demonstrate knowledge of subject matter,2.42,3.12,64,3.1,987
EDS-MM 3.2  Use know,2016Q4,EDS-MM,3.2  Use knowledge about students and learning goals to organize the curriculum,1.44,1.48,67,3.2,988
EDS-MM 3.3  Plan ins,2016Q4,EDS-MM,3.3  Plan instruction consistent with current subject-specific pedagogy,2.63,3.6,44,3.3,989
EDS-MM 3.4  Individu,2016Q4,EDS-MM,3.4  Individually plan for effective subject matter instruction…,3.6,1.78,72,3.4,990
EDS-MM 3.5  Adapt an,2016Q4,EDS-MM,3.5  Adapt and support the acquisition of academic language,1.17,1.38,40,3.5,991
EDS-MM 3.6  Use a ra,2016Q4,EDS-MM,3.6  Use a range of technology to facilitate students' equitable access to the curriculum.,3.04,3.63,90,3.6,992
EDS-MM 3.7  Model an,2016Q4,EDS-MM,3.7  Model and develop digital literacy by using technology,1.56,1.24,52,3.7,993
EDS-MM 3.8  Demonstr,2016Q4,EDS-MM,3.8  Demonstrate knowledge of effective teaching strategies aligned with… educational technology standards.,2.41,1.43,35,3.8,994
EDS-MM TPE 4: Planni,2016Q4,EDS-MM,TPE 4: Planning Instruction and Designing Learning Experiences for All Students ,2.37,3.52,70,4,995
EDS-MM 4.1  Locate a,2016Q4,EDS-MM,4.1  Locate and apply information about students' current academic status,3.01,2.14,61,4.1,996
EDS-MM 4.2  Understa,2016Q4,EDS-MM,4.2  Understand the range and characteristics of typical and atypical child development,3.75,1.07,88,4.2,997
EDS-MM 4.3  Design i,2016Q4,EDS-MM,4.3  Design instruction and assessment that reflects the interconnectedness of academic content areas,1.43,1.69,86,4.3,998
"EDS-MM 4.4  Plan, de",2016Q4,EDS-MM,"4.4  Plan, design, implement and monitor instruction",1.34,2.9,38,4.4,999
EDS-MM 4.5  Promote ,2016Q4,EDS-MM,4.5  Promote student success,2.65,2.27,55,4.5,1000
EDS-MM 4.6  Access r,2016Q4,EDS-MM,4.6  Access resources for planning and instruction,2.79,1.68,38,4.6,1001
EDS-MM 4.7  Plan ins,2016Q4,EDS-MM,4.7  Plan instruction that promotes a range of communication strategies,3.01,2.31,93,4.7,1002
EDS-MM 4.8  Use digi,2016Q4,EDS-MM,4.8  Use digital tools and learning technologies across learning environments,3.65,1.6,74,4.8,1003
EDS-MM TPE 5: Assess,2016Q4,EDS-MM,TPE 5: Assessing Student Learning,2.09,2.85,81,5,1004
EDS-MM 5.1  Apply kn,2016Q4,EDS-MM,5.1  Apply knowledge ofappropriate uses of different types of assessments,1.41,1.77,25,5.1,1005
EDS-MM 5.2  Collect ,2016Q4,EDS-MM,5.2  Collect and analyze assessment data from multiple,2.29,3.5,23,5.2,1006
EDS-MM 5.3  Involve ,2016Q4,EDS-MM,5.3  Involve all students in self-assessment and reflection on their learning goals,2.8,2.4,17,5.3,1007
EDS-MM 5.4  Use tech,2016Q4,EDS-MM,5.4  Use technology as appropriate to support assessment administration,1.43,2.19,71,5.4,1008
EDS-MM 5.5  Use asse,2016Q4,EDS-MM,5.5  Use assessment information to assist in understanding student progress in meeting learning goals.,2.22,2.23,98,5.5,1009
EDS-MM 5.6  Work wit,2016Q4,EDS-MM,5.6  Work with specialists to interpret assessment results,2.7,2.53,71,5.6,1010
EDS-MM 5.7  Interpre,2016Q4,EDS-MM,5.7  Interpret English learners' assessment data to identify their level of academic proficiency in English…as well as in their primary language,3.69,1.44,51,5.7,1011
EDS-MM 5.8  Use asse,2016Q4,EDS-MM,"5.8  Use assessment data… to establish learning goals and to plan, differentiate, make accommodations and/or modify instruction.",2.47,1.86,41,5.8,1012
EDS-MM TPE 6: Develo,2016Q4,EDS-MM,TPE 6: Developing as a Professional Educator,2.8,1.1,22,6,1013
EDS-MM 6.1  Reflect ,2016Q4,EDS-MM,6.1  Reflect on their own teaching practice,2.57,3.91,52,6.1,1014
EDS-MM 6.2  Recogniz,2016Q4,EDS-MM,6.2  Recognize their own values and implicit and explicit biases,2.29,2.99,88,6.2,1015
EDS-MM 6.3  Establis,2016Q4,EDS-MM,6.3  Establish professional learning goals to improve their practice…,3.8,3.81,35,6.3,1016
EDS-MM 6.4  Demonstr,2016Q4,EDS-MM,6.4  Demonstrate how and when to involve other adults and to communicate effectively with peers and colleagues,2.76,1.84,56,6.4,1017
EDS-MM 6.5  Demonstr,2016Q4,EDS-MM,6.5  Demonstrate professional responsibility for all aspects of student learning and classroom management,2.55,1.76,26,6.5,1018
EDS-MM 6.6  Understa,2016Q4,EDS-MM,6.6  Understand roles and responsibilities as mandated reporters,3.84,3.32,62,6.6,1019
EDS-MM 6.7  Critical,2016Q4,EDS-MM,6.7  Critically analyze history of public education in California affects… school governance,2.82,3.76,39,6.7,1020
EDS-MS TPE 1: Engagi,2016Q1,EDS-MS,TPE 1: Engaging and Supporting All Students,3.64,2.86,69,1,1021
